
10.0,10.0,100.0,100.0,
400.0,500.0,800.0,500.0,
800.0,400.0,800.0,200.0,
820.0,200.0,820.0,100.0,
655.1555325561089,389.25,612.1555325561089,483.25,
612.1555325561089,483.25,479.15553255610894,546.25,
-6074.781897912671,57479.10975923995,-5950.781897912671,57476.10975923995,
-5950.781897912671,57476.10975923995,-5742.781897912671,57467.10975923995,
-5742.781897912671,57467.10975923995,-5636.781897912671,57428.10975923995,
-5636.781897912671,57428.10975923995,-5638.781897912671,57387.10975923995,
-8369.735263031467,122416.1372747761,-8550.735263031467,122484.1372747761,
-8550.735263031467,122484.1372747761,-8732.735263031467,122436.1372747761,
532.5090858498068,110.25,689.5090858498068,-29.75,
651.0761968773406,-14.18288353272095,766.0761968773406,-12.18288353272095,
766.0761968773406,-12.18288353272095,881.0761968773406,-76.18288353272095,
881.0761968773406,-76.18288353272095,894.0761968773406,-182.18288353272095,
894.0761968773406,-182.18288353272095,858.0761968773406,-245.18288353272095,
858.0761968773406,-245.18288353272095,704.0761968773406,-267.18288353272095,
704.0761968773406,-267.18288353272095,524.0761968773406,-173.18288353272095,
524.0761968773406,-173.18288353272095,449.07619687734064,-46.18288353272095,
449.07619687734064,-46.18288353272095,344.07619687734064,2.8171164672790496,
344.07619687734064,2.8171164672790496,306.07619687734064,-7.18288353272095,
306.07619687734064,-7.18288353272095,268.07619687734064,-113.18288353272095,
268.07619687734064,-113.18288353272095,373.07619687734064,-214.18288353272095,
373.07619687734064,-214.18288353272095,511.07619687734064,-249.18288353272095,
-210.0,368.25,-271.0,257.25,
-271.0,257.25,-309.0,118.25,
55.20468399880167,550.7651913730556,81.20468399880167,606.7651913730556,
37.378469193154274,649.3019539875371,227.37846919315427,656.3019539875371,
227.37846919315427,656.3019539875371,255.37846919315427,391.3019539875371,
3.378469193154274,342.3019539875371,-5.621530806845726,280.3019539875371,
7.0,325.25,339.0,323.25,
-293.2991907236324,1550.2789296188093,-10.299190723632421,1565.2789296188093,
-262.6170924980631,4105.15215957032,116.38290750193687,4117.15215957032,
-273.4847021182137,3702.573945003789,62.515297881786296,3708.573945003789,
-865.9743362305816,12244.258818298435,-333.97433623058157,12266.258818298435,
-333.97433623058157,12266.258818298435,-513.9743362305816,12226.258818298435,
-513.9743362305816,12226.258818298435,-843.9743362305816,12153.258818298435,
-843.9743362305816,12153.258818298435,-626.9743362305816,12212.258818298435,
-626.9743362305816,12212.258818298435,-528.9743362305816,12186.258818298435,
-528.9743362305816,12186.258818298435,-773.9743362305816,12222.258818298435,
-773.9743362305816,12222.258818298435,-816.9743362305816,12236.258818298435,
-816.9743362305816,12236.258818298435,-570.9743362305816,12255.258818298435,
-570.9743362305816,12255.258818298435,-490.97433623058157,12236.258818298435,
-490.97433623058157,12236.258818298435,-483.97433623058157,12219.258818298435,
-483.97433623058157,12219.258818298435,-522.9743362305816,12163.258818298435,
-522.9743362305816,12163.258818298435,-569.9743362305816,12117.258818298435,
-569.9743362305816,12117.258818298435,-595.9743362305816,12100.258818298435,
-595.9743362305816,12100.258818298435,-832.9743362305816,12160.258818298435,
-832.9743362305816,12160.258818298435,-716.9743362305816,12167.258818298435,
-716.9743362305816,12167.258818298435,-560.9743362305816,12154.258818298435,
-560.9743362305816,12154.258818298435,-487.97433623058157,12179.258818298435,
-487.97433623058157,12179.258818298435,-482.97433623058157,12195.258818298435,
-482.97433623058157,12195.258818298435,-592.9743362305816,12223.258818298435,
-592.9743362305816,12223.258818298435,-732.9743362305816,12201.258818298435,
-732.9743362305816,12201.258818298435,-818.9743362305816,12176.258818298435,
-818.9743362305816,12176.258818298435,-784.9743362305816,12243.258818298435,
-784.9743362305816,12243.258818298435,-570.9743362305816,12238.258818298435,
-570.9743362305816,12238.258818298435,-504.97433623058157,12130.258818298435,
-504.97433623058157,12130.258818298435,-504.97433623058157,12124.258818298435,
217.9202144681293,781.25,475.9202144681293,781.25,
301.92968987378185,4119.300531740109,632.9296898737819,4106.300531740109,
-423.0960098481812,8332.227359771856,-74.09600984818121,8324.227359771856,
616.8766350800802,34505.27363834214,867.8766350800802,34503.27363834214,
7.60762616873717,1067.5,240.60762616873717,1066.5,
-255.0982403312628,1286.4,-80.09824033126279,1286.4,
422.4529430521894,3016.131641301041,606.4529430521893,3021.131641301041,
767.8669750778377,12596.30742078937,946.8669750778377,12601.30742078937,
850.0756198039844,17947.010430371683,1025.0756198039844,17947.010430371683,
1025.0756198039844,17947.010430371683,868.0756198039844,17965.010430371683,
868.0756198039844,17965.010430371683,1002.0756198039844,17994.010430371683,
1002.0756198039844,17994.010430371683,895.0756198039844,17999.010430371683,
930.9604107418854,24335.215139575186,1145.9604107418854,24339.215139575186,
1145.9604107418854,24339.215139575186,901.9604107418854,24389.215139575186,
901.9604107418854,24389.215139575186,1166.9604107418854,24395.215139575186,
1166.9604107418854,24395.215139575186,920.9604107418854,24428.215139575186,
920.9604107418854,24428.215139575186,1165.9604107418854,24441.215139575186,
1165.9604107418854,24441.215139575186,940.9604107418854,24489.215139575186,
940.9604107418854,24489.215139575186,1199.9604107418854,24531.215139575186,
1199.9604107418854,24531.215139575186,918.9604107418854,24547.215139575186,
918.9604107418854,24547.215139575186,1168.9604107418854,24484.215139575186,
1168.9604107418854,24484.215139575186,949.9604107418854,24454.215139575186,
949.9604107418854,24454.215139575186,1109.9604107418854,24423.215139575186,
1109.9604107418854,24423.215139575186,943.9604107418854,24408.215139575186,
943.9604107418854,24408.215139575186,1112.9604107418854,24372.215139575186,
1112.9604107418854,24372.215139575186,954.9604107418854,24354.215139575186,
954.9604107418854,24354.215139575186,1139.9604107418854,24315.215139575186,
1139.9604107418854,24315.215139575186,953.9604107418854,24343.215139575186,
953.9604107418854,24343.215139575186,1116.9604107418854,24357.215139575186,
1116.9604107418854,24357.215139575186,947.9604107418854,24365.215139575186,
947.9604107418854,24365.215139575186,1117.9604107418854,24380.215139575186,
1117.9604107418854,24380.215139575186,955.9604107418854,24397.215139575186,
955.9604107418854,24397.215139575186,1119.9604107418854,24407.215139575186,
1119.9604107418854,24407.215139575186,965.9604107418854,24414.215139575186,
965.9604107418854,24414.215139575186,1100.9604107418854,24414.215139575186,
1100.9604107418854,24414.215139575186,964.9604107418854,24442.215139575186,
964.9604107418854,24442.215139575186,1117.9604107418854,24430.215139575186,
1117.9604107418854,24430.215139575186,979.9604107418854,24468.215139575186,
979.9604107418854,24468.215139575186,1133.9604107418854,24464.215139575186,
1133.9604107418854,24464.215139575186,972.9604107418854,24518.215139575186,
972.9604107418854,24518.215139575186,1153.9604107418854,24505.215139575186,
1153.9604107418854,24505.215139575186,981.9604107418854,24484.215139575186,
981.9604107418854,24484.215139575186,1094.9604107418854,24470.215139575186,
524.293936290398,509.25,544.293936290398,390.25,
-1229.2297887131845,11195.078814392244,-892.2297887131845,11235.078814392244,
-41.30870746078415,8912.14583658349,295.69129253921585,8948.14583658349,
175.66521816098964,6611.398441338166,451.66521816098964,6594.398441338166,
1481.1549021348849,2381.050000000003,1681.1549021348847,2355.050000000003,
-1074.0003763640193,7847.021721371623,-719.0003763640192,7867.021721371623,
163.57967331759937,1743.3323097192797,338.5796733175994,1738.3323097192797,
5.824408571437004,1730.6703698917445,167.82440857143706,1739.6703698917445,
-457.39514428502974,1833.301842355183,-257.39514428502974,1836.301842355183,
-569.3951442850298,1845.301842355183,-444.39514428502974,1839.301842355183,
-295.12806177625214,2120.5094817984896,-130.12806177625214,2109.5094817984896,
-164.12806177625214,2104.5094817984896,-98.12806177625214,2107.5094817984896,
148.0,44.93953857808958,166.0,44.93953857808958,
-115.58446767192049,2025.7678085924376,6.415532328079507,2008.7678085924376,
